"Site","Day","Month","Year","SurveyDate","Transect","Classcode","Amount","Distance","Latitude","Longitude","Depth_ft","Temp10m","Visibility"
"Breakwater",20,8,2017,"20-Aug-17",5,"bat star",21,30,36.61045,-121.894,16.5,13,2.5
"Breakwater",20,8,2017,"20-Aug-17",6,"bat star",25,30,36.61045,-121.894,27.5,13,2.3
"Broomtail Reef",7,10,2017,"7-Oct-17",1,"bat star",0,30,32.69423,-117.268,41,16,4
"Broomtail Reef",7,10,2017,"7-Oct-17",2,"bat star",0,30,32.69423,-117.268,37.5,16,4
"Broomtail Reef",7,10,2017,"7-Oct-17",3,"bat star",0,30,32.69423,-117.268,34,16,4
"Broomtail Reef",7,10,2017,"7-Oct-17",4,"bat star",0,30,32.69423,-117.268,34.75,16,4
"Broomtail Reef",7,10,2017,"7-Oct-17",5,"bat star",0,30,32.69423,-117.268,36.55,16,4
"Broomtail Reef",7,10,2017,"7-Oct-17",6,"bat star",0,30,32.69423,-117.268,37.35,16,4
"Bushings",28,10,2017,"28-Oct-17",1,"bat star",0,30,33.31786,-118.441,45.5,18,5
"Bushings",28,10,2017,"28-Oct-17",2,"bat star",0,30,33.31786,-118.441,44.5,18,5.4
"Bushings",28,10,2017,"28-Oct-17",3,"bat star",0,30,33.31786,-118.441,35.05,18,5.4
"Bushings",28,10,2017,"28-Oct-17",4,"bat star",0,30,33.31786,-118.441,30.5,18,10
"Bushings",28,10,2017,"28-Oct-17",5,"bat star",0,30,33.31786,-118.441,27,18,10.9
"Bushings",28,10,2017,"28-Oct-17",6,"bat star",0,30,33.31786,-118.441,32,18,10
"Carmel River",5,11,2017,"5-Nov-17",1,"bat star",57,30,36.53908,-121.935,52,12,8.6
"Carmel River",5,11,2017,"5-Nov-17",2,"bat star",33,30,36.53908,-121.935,47.5,12,8
"Carmel River",5,11,2017,"5-Nov-17",3,"bat star",24,30,36.53908,-121.935,60,12,7
"Carmel River",5,11,2017,"5-Nov-17",4,"bat star",25,30,36.53908,-121.935,37.5,12,6.5
"Carmel River",5,11,2017,"5-Nov-17",5,"bat star",47,30,36.53908,-121.935,37.5,12,8
"Carmel River",5,11,2017,"5-Nov-17",6,"bat star",21,30,36.53908,-121.935,37,12,6
"Casino Point",11,11,2017,"11-Nov-17",1,"bat star",0,30,33.34917,-118.325,42.75,19,6.9
"Casino Point",11,11,2017,"11-Nov-17",2,"bat star",0,30,33.34917,-118.325,46.55,19,6.9
"Casino Point",11,11,2017,"11-Nov-17",3,"bat star",0,30,33.34917,-118.325,46,19,6.9
"Casino Point",11,11,2017,"11-Nov-17",4,"bat star",0,30,33.34917,-118.325,25.7,19,6.9
"Casino Point",11,11,2017,"11-Nov-17",5,"bat star",0,30,33.34917,-118.325,28.35,19,6.9
"Casino Point",11,11,2017,"11-Nov-17",6,"bat star",0,30,33.34917,-118.325,26.5,19,6.9
"Casino Point",22,7,2017,"22-Jul-17",1,"bat star",0,30,33.34917,-118.325,42,19,5
"Casino Point",22,7,2017,"22-Jul-17",2,"bat star",0,30,33.34917,-118.325,44.5,19,5
"Casino Point",22,7,2017,"22-Jul-17",3,"bat star",0,30,33.34917,-118.325,48.5,19,5.2
"Casino Point",22,7,2017,"22-Jul-17",4,"bat star",1,30,33.34917,-118.325,25,19,7.6
"Casino Point",22,7,2017,"22-Jul-17",5,"bat star",0,30,33.34917,-118.325,27,19,7
"Casino Point",22,7,2017,"22-Jul-17",6,"bat star",0,30,33.34917,-118.325,37.5,19,7.1
"Caspar",21,8,2017,"21-Aug-17",1,"bat star",41,30,39.36173,-123.822,NA,NA,NA
"Caspar",21,8,2017,"21-Aug-17",2,"bat star",32,30,39.36173,-123.822,NA,NA,NA
"Caspar",21,8,2017,"21-Aug-17",3,"bat star",10,30,39.36173,-123.822,NA,NA,NA
"Caspar",21,8,2017,"21-Aug-17",4,"bat star",31,30,39.36173,-123.822,NA,NA,NA
"Caspar",21,8,2017,"21-Aug-17",5,"bat star",20,30,39.36173,-123.822,NA,NA,NA
"Caspar",21,8,2017,"21-Aug-17",6,"bat star",13,30,39.36173,-123.822,NA,NA,NA
"Caspar North",22,8,2017,"22-Aug-17",1,"bat star",38,30,39.36443,-123.821,35.5,11,5
"Caspar North",22,8,2017,"22-Aug-17",2,"bat star",40,30,39.36443,-123.821,41.5,11,5
"Caspar North",22,8,2017,"22-Aug-17",3,"bat star",32,30,39.36443,-123.821,35.5,11,3
"Caspar North",22,8,2017,"22-Aug-17",4,"bat star",12,30,39.36443,-123.821,37.5,11,3
"Caspar North",22,8,2017,"22-Aug-17",5,"bat star",46,30,39.36443,-123.821,31,11,5
"Caspar North",22,8,2017,"22-Aug-17",6,"bat star",50,30,39.36443,-123.821,38.5,11,5
"Cat Harbor",30,10,2017,"30-Oct-17",1,"bat star",0,30,33.42609,-118.512,NA,NA,NA
"Cat Harbor",30,10,2017,"30-Oct-17",2,"bat star",0,30,33.42609,-118.512,NA,NA,NA
"Cat Harbor",30,10,2017,"30-Oct-17",3,"bat star",0,30,33.42609,-118.512,NA,NA,NA
"Cat Harbor",30,10,2017,"30-Oct-17",4,"bat star",0,30,33.42609,-118.512,NA,NA,NA
"Cat Harbor",30,10,2017,"30-Oct-17",5,"bat star",0,30,33.42609,-118.512,NA,NA,NA
"Cat Harbor",30,10,2017,"30-Oct-17",6,"bat star",0,30,33.42609,-118.512,NA,NA,NA
"Cathedral Cove",31,8,2017,"31-Aug-17",1,"bat star",0,30,34.0165,-119.368,32,19,5
"Cathedral Cove",31,8,2017,"31-Aug-17",2,"bat star",0,30,34.0165,-119.368,27,19,6
"Cathedral Cove",31,8,2017,"31-Aug-17",3,"bat star",0,30,34.0165,-119.368,21.9,19,5
"Cathedral Cove",31,8,2017,"31-Aug-17",4,"bat star",0,30,34.0165,-119.368,13,19,5
"Cathedral Cove",31,8,2017,"31-Aug-17",5,"bat star",0,30,34.0165,-119.368,29.5,19,5
"Cathedral Cove",31,8,2017,"31-Aug-17",6,"bat star",0,30,34.0165,-119.368,22.5,19,5
"Cathedral Wall",3,8,2017,"3-Aug-17",1,"bat star",0,30,34.01575,-119.371,30.75,20,7.7
"Cathedral Wall",3,8,2017,"3-Aug-17",2,"bat star",1,30,34.01575,-119.371,25.7,20,7.7
"Cathedral Wall",3,8,2017,"3-Aug-17",3,"bat star",0,30,34.01575,-119.371,20.8,20,7.7
"Cathedral Wall",3,8,2017,"3-Aug-17",4,"bat star",0,30,34.01575,-119.371,15.2,20,7.7
"Cathedral Wall",3,8,2017,"3-Aug-17",5,"bat star",0,30,34.01575,-119.371,16.7,20,7.7
"Cathedral Wall",3,8,2017,"3-Aug-17",6,"bat star",0,30,34.01575,-119.371,13.1,20,7.7
"China Point",31,10,2017,"31-Oct-17",1,"bat star",0,30,33.33032,-118.47,37,19,6.5
"China Point",31,10,2017,"31-Oct-17",2,"bat star",0,30,33.33032,-118.47,37,19,6.5
"China Point",31,10,2017,"31-Oct-17",3,"bat star",0,30,33.33032,-118.47,39.53,19,6.5
"China Point",31,10,2017,"31-Oct-17",4,"bat star",0,30,33.33032,-118.47,37,19,6.5
"China Point",31,10,2017,"31-Oct-17",5,"bat star",0,30,33.33032,-118.47,33.5,19,6.5
"China Point",31,10,2017,"31-Oct-17",6,"bat star",0,30,33.33032,-118.47,28.65,19,6.5
"Christmas Tree Cove",17,7,2017,"17-Jul-17",1,"bat star",6,30,33.7604,-118.421,46,17,3.5
"Christmas Tree Cove",17,7,2017,"17-Jul-17",2,"bat star",0,30,33.7604,-118.421,34.5,17,3.6
"Christmas Tree Cove",17,7,2017,"17-Jul-17",3,"bat star",0,30,33.7604,-118.421,38.5,17,6
"Christmas Tree Cove",17,7,2017,"17-Jul-17",4,"bat star",0,30,33.7604,-118.421,28,17,3.5
"Christmas Tree Cove",17,7,2017,"17-Jul-17",5,"bat star",0,30,33.7604,-118.421,26.5,17,3
"Christmas Tree Cove",17,7,2017,"17-Jul-17",6,"bat star",0,30,33.7604,-118.421,29.5,17,6
"Coral St Lucus Pt",5,8,2017,"5-Aug-17",1,"bat star",20,30,36.63777,-121.923,31.5,9,8
"Coral St Lucus Pt",5,8,2017,"5-Aug-17",2,"bat star",26,30,36.63777,-121.923,27,9,4.5
"Coral St Lucus Pt",5,8,2017,"5-Aug-17",3,"bat star",32,30,36.63777,-121.923,25.5,9,8
"Coral St Lucus Pt",5,8,2017,"5-Aug-17",4,"bat star",14,30,36.63777,-121.923,24,9,7
"Coral St Lucus Pt",5,8,2017,"5-Aug-17",5,"bat star",32,30,36.63777,-121.923,23,9,4
"Coral St Lucus Pt",5,8,2017,"5-Aug-17",6,"bat star",14,30,36.63777,-121.923,22,9,6
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",1,"bat star",28,30,36.63777,-121.923,31,11,5
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",2,"bat star",10,30,36.63777,-121.923,26,11,6
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",3,"bat star",7,30,36.63777,-121.923,26,11,6
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",4,"bat star",23,30,36.63777,-121.923,18,11,5
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",5,"bat star",16,30,36.63777,-121.923,18,11,5
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",6,"bat star",6,30,36.63777,-121.923,16.5,11,5
"Crystal Cove",19,11,2017,"19-Nov-17",1,"bat star",0,30,33.57135,-117.841,23,NA,4
"Crystal Cove",19,11,2017,"19-Nov-17",2,"bat star",0,30,33.57135,-117.841,23.5,NA,4
"Crystal Cove",19,11,2017,"19-Nov-17",3,"bat star",0,30,33.57135,-117.841,23,NA,4
"Crystal Cove",19,11,2017,"19-Nov-17",4,"bat star",0,30,33.57135,-117.841,17,NA,4
"Crystal Cove",19,11,2017,"19-Nov-17",5,"bat star",0,30,33.57135,-117.841,16.5,NA,4.4
"Crystal Cove",19,11,2017,"19-Nov-17",6,"bat star",0,30,33.57135,-117.841,20,NA,4.4
"Cueva Valdez",29,8,2017,"29-Aug-17",1,"bat star",11,30,34.055,-119.81,38.5,17,5
"Cueva Valdez",29,8,2017,"29-Aug-17",2,"bat star",14,30,34.055,-119.81,31.5,17,4
"Cueva Valdez",29,8,2017,"29-Aug-17",3,"bat star",14,30,34.055,-119.81,33.5,17,4.8
"Cueva Valdez",29,8,2017,"29-Aug-17",4,"bat star",3,30,34.055,-119.81,20.5,17,3.9
"Cueva Valdez",29,8,2017,"29-Aug-17",5,"bat star",5,30,34.055,-119.81,19.5,17,4.5
"Cueva Valdez",29,8,2017,"29-Aug-17",6,"bat star",2,30,34.055,-119.81,19,17,4
"Daddy Bob",29,6,2017,"29-Jun-17",1,"bat star",23,30,35.53773,-121.097,26.5,11,4
"Daddy Bob",29,6,2017,"29-Jun-17",2,"bat star",19,30,35.53773,-121.097,20,11,3
"Daddy Bob",29,6,2017,"29-Jun-17",3,"bat star",45,30,35.53773,-121.097,29.5,11,5
"Daddy Bob",29,6,2017,"29-Jun-17",4,"bat star",31,30,35.53773,-121.097,28.5,11,4
"Daddy Bob",29,6,2017,"29-Jun-17",5,"bat star",18,30,35.53773,-121.097,26,11,4
"Daddy Bob",29,6,2017,"29-Jun-17",6,"bat star",47,30,35.53773,-121.097,26,11,3.9
"Divers Cove",12,8,2017,"12-Aug-17",1,"bat star",0,30,33.54317,-117.797,23,18,6
"Divers Cove",12,8,2017,"12-Aug-17",2,"bat star",0,30,33.54317,-117.797,7.1,18,5
"Divers Cove",12,8,2017,"12-Aug-17",3,"bat star",0,30,33.54317,-117.797,6.45,18,8.2
"Divers Cove",12,8,2017,"12-Aug-17",4,"bat star",0,30,33.54317,-117.797,26,18,7
"Divers Cove",12,8,2017,"12-Aug-17",5,"bat star",0,30,33.54317,-117.797,12.5,18,6.2
"Divers Cove",12,8,2017,"12-Aug-17",6,"bat star",0,30,33.54317,-117.797,24.5,18,6.2
"Dolan",26,6,2017,"26-Jun-17",1,"bat star",18,30,36.10385,-121.628,50.5,12,5.5
"Dolan",26,6,2017,"26-Jun-17",2,"bat star",22,30,36.10385,-121.628,54,12,4
"Dolan",26,6,2017,"26-Jun-17",3,"bat star",53,29,36.10385,-121.628,49,12,6.5
"Dolan",26,6,2017,"26-Jun-17",4,"bat star",18,30,36.10385,-121.628,40,12,9
"Dolan",26,6,2017,"26-Jun-17",5,"bat star",25,30,36.10385,-121.628,41.5,12,4
"Dolan",26,6,2017,"26-Jun-17",6,"bat star",1,30,36.10385,-121.628,NA,12,5.8
"East Point",30,8,2017,"30-Aug-17",1,"bat star",2,30,33.94397,-119.965,30.5,18,4.6
"East Point",30,8,2017,"30-Aug-17",2,"bat star",3,30,33.94397,-119.965,39.5,18,3
"East Point",30,8,2017,"30-Aug-17",3,"bat star",0,30,33.94397,-119.965,22,18,4.8
"East Point",30,8,2017,"30-Aug-17",4,"bat star",0,30,33.94397,-119.965,24.5,18,3.7
"East Point",30,8,2017,"30-Aug-17",5,"bat star",0,30,33.94397,-119.965,22,18,4.4
"East Point",30,8,2017,"30-Aug-17",6,"bat star",0,30,33.94397,-119.965,21.5,18,5
"Elk Ridge",30,8,2017,"30-Aug-17",1,"bat star",0,30,33.95334,-119.969,18,NA,4.1
"Elk Ridge",30,8,2017,"30-Aug-17",2,"bat star",6,30,33.95334,-119.969,19.5,NA,3.3
"Elk Ridge",30,8,2017,"30-Aug-17",3,"bat star",0,30,33.95334,-119.969,16.4,NA,3.5
"Elk Ridge",30,8,2017,"30-Aug-17",4,"bat star",0,30,33.95334,-119.969,16.5,NA,3
"Elk Ridge",30,8,2017,"30-Aug-17",5,"bat star",0,30,33.95334,-119.969,17,NA,3.3
"Elk Ridge",30,8,2017,"30-Aug-17",6,"bat star",1,30,33.95334,-119.969,16.5,NA,3
"Esalen",28,6,2017,"28-Jun-17",1,"bat star",24,30,36.12592,-121.647,58,11,NA
"Esalen",28,6,2017,"28-Jun-17",2,"bat star",32,30,36.12592,-121.647,46.5,11,6.2
"Esalen",28,6,2017,"28-Jun-17",3,"bat star",50,16,36.12592,-121.647,50,11,8
"Esalen",28,6,2017,"28-Jun-17",4,"bat star",24,30,36.12592,-121.647,50.5,11,6
"Esalen",28,6,2017,"28-Jun-17",5,"bat star",25,30,36.12592,-121.647,42.5,11,NA
"Esalen",28,6,2017,"28-Jun-17",6,"bat star",34,30,36.12592,-121.647,34.5,11,6
"Estero",19,8,2017,"19-Aug-17",1,"bat star",33,30,35.47178,-121.021,34,13,3
"Estero",19,8,2017,"19-Aug-17",2,"bat star",18,30,35.47178,-121.021,35,13,3
"Estero",19,8,2017,"19-Aug-17",3,"bat star",8,30,35.47178,-121.021,31.5,13,3
"Estero",19,8,2017,"19-Aug-17",4,"bat star",8,30,35.47178,-121.021,26,13,2.5
"Estero",19,8,2017,"19-Aug-17",5,"bat star",38,30,35.47178,-121.021,27.5,13,2.5
"Estero",19,8,2017,"19-Aug-17",6,"bat star",18,30,35.47178,-121.021,33.5,13,3
"Flat Rock",14,10,2017,"14-Oct-17",1,"bat star",1,30,37.50989,-122.517,47.5,10.5,2
"Flat Rock",14,10,2017,"14-Oct-17",2,"bat star",5,30,37.50989,-122.517,47.5,10.5,2.5
"Flat Rock",14,10,2017,"14-Oct-17",3,"bat star",6,30,37.50989,-122.517,51,10.5,3
"Flat Rock",14,10,2017,"14-Oct-17",4,"bat star",25,30,37.50989,-122.517,42.5,10.5,2.5
"Flat Rock",14,10,2017,"14-Oct-17",5,"bat star",11,30,37.50989,-122.517,41.5,10.5,2.5
"Flat Rock",14,10,2017,"14-Oct-17",6,"bat star",29,30,37.50989,-122.517,41.5,10.5,2.5
"Frolic Cove",17,6,2017,"17-Jun-17",1,"bat star",22,30,39.35503,-123.824,NA,NA,NA
"Frolic Cove",17,6,2017,"17-Jun-17",2,"bat star",25,30,39.35503,-123.824,NA,NA,NA
"Frolic Cove",17,6,2017,"17-Jun-17",3,"bat star",22,30,39.35503,-123.824,NA,NA,NA
"Frolic Cove",17,6,2017,"17-Jun-17",4,"bat star",0,30,39.35503,-123.824,NA,NA,NA
"Frolic Cove",17,6,2017,"17-Jun-17",5,"bat star",3,30,39.35503,-123.824,NA,NA,NA
"Frolic Cove",17,6,2017,"17-Jun-17",6,"bat star",18,30,39.35503,-123.824,NA,NA,NA
"Frys Anchorage",29,8,2017,"29-Aug-17",1,"bat star",11,30,34.05416,-119.756,42.5,17,10
"Frys Anchorage",29,8,2017,"29-Aug-17",2,"bat star",14,30,34.05416,-119.756,37,17,12
"Frys Anchorage",29,8,2017,"29-Aug-17",3,"bat star",14,30,34.05416,-119.756,38.5,17,12.8
"Frys Anchorage",29,8,2017,"29-Aug-17",4,"bat star",2,30,34.05416,-119.756,28.5,17,9
"Frys Anchorage",29,8,2017,"29-Aug-17",5,"bat star",9,30,34.05416,-119.756,25.5,17,14.9
"Frys Anchorage",29,8,2017,"29-Aug-17",6,"bat star",2,30,34.05416,-119.756,19.5,17,10
"Ft Ross",30,7,2017,"30-Jul-17",1,"bat star",41,30,38.5106,-123.245,36,11,2
"Ft Ross",30,7,2017,"30-Jul-17",2,"bat star",42,30,38.5106,-123.245,29,11,3
"Ft Ross",30,7,2017,"30-Jul-17",3,"bat star",44,30,38.5106,-123.245,29,11,3
"Ft Ross",30,7,2017,"30-Jul-17",4,"bat star",32,30,38.5106,-123.245,23.5,11,3
"Ft Ross",30,7,2017,"30-Jul-17",5,"bat star",24,30,38.5106,-123.245,17,11,2
"Ft Ross",30,7,2017,"30-Jul-17",6,"bat star",21,30,38.5106,-123.245,17.5,11,3
"Fullers",28,6,2017,"28-Jun-17",1,"bat star",47,30,36.20811,-121.752,30.5,12,3
"Fullers",28,6,2017,"28-Jun-17",2,"bat star",31,30,36.20811,-121.752,33,12,NA
"Fullers",28,6,2017,"28-Jun-17",3,"bat star",9,30,36.20811,-121.752,27,12,NA
"Fullers",28,6,2017,"28-Jun-17",4,"bat star",13,30,36.20811,-121.752,33.5,12,NA
"Fullers",28,6,2017,"28-Jun-17",5,"bat star",6,30,36.20811,-121.752,27,12,NA
"Fullers",28,6,2017,"28-Jun-17",6,"bat star",8,30,36.20811,-121.752,26,12,4.9
"Gerstle Cove",7,3,2017,"7-Mar-17",1,"bat star",7,30,38.56646,-123.33,8,10,8
"Gerstle Cove",7,3,2017,"7-Mar-17",2,"bat star",42,30,38.56646,-123.33,10,10,8
"Gerstle Cove",7,3,2017,"7-Mar-17",3,"bat star",50,19,38.56646,-123.33,8,10,8
"Gerstle Cove",7,3,2017,"7-Mar-17",4,"bat star",9,30,38.56646,-123.33,10,10,8
"Gerstle Cove",7,3,2017,"7-Mar-17",5,"bat star",37,30,38.56646,-123.33,13.5,10,8
"Gerstle Cove",7,3,2017,"7-Mar-17",6,"bat star",50,24,38.56646,-123.33,17.5,10,8
"Gerstle Cove",16,9,2017,"16-Sep-17",1,"bat star",25,30,38.56646,-123.33,6,NA,8
"Gerstle Cove",16,9,2017,"16-Sep-17",2,"bat star",38,30,38.56646,-123.33,9,NA,8
"Gerstle Cove",16,9,2017,"16-Sep-17",3,"bat star",28,30,38.56646,-123.33,10,NA,8
"Gerstle Cove",16,9,2017,"16-Sep-17",4,"bat star",11,30,38.56646,-123.33,11,NA,10
"Gerstle Cove",16,9,2017,"16-Sep-17",5,"bat star",54,30,38.56646,-123.33,17,NA,5
"Gerstle Cove",16,9,2017,"16-Sep-17",6,"bat star",50,19,38.56646,-123.33,24,NA,10
"Gerstle Cove",29,7,2017,"29-Jul-17",1,"bat star",15,30,38.56646,-123.33,9.5,10,2.8
"Gerstle Cove",29,7,2017,"29-Jul-17",2,"bat star",46,30,38.56646,-123.33,9,10,3
"Gerstle Cove",29,7,2017,"29-Jul-17",3,"bat star",35,30,38.56646,-123.33,14,10,3
"Gerstle Cove",29,7,2017,"29-Jul-17",4,"bat star",6,30,38.56646,-123.33,8,10,3
"Gerstle Cove",29,7,2017,"29-Jul-17",5,"bat star",13,30,38.56646,-123.33,13.5,10,3
"Gerstle Cove",29,7,2017,"29-Jul-17",6,"bat star",35,30,38.56646,-123.33,15,10,3
"Goldfish Bowl",31,8,2017,"31-Aug-17",1,"bat star",3,30,34.01473,-119.438,29,19,9
"Goldfish Bowl",31,8,2017,"31-Aug-17",2,"bat star",4,30,34.01473,-119.438,31.5,19,7
"Goldfish Bowl",31,8,2017,"31-Aug-17",3,"bat star",0,30,34.01473,-119.438,31,19,8
"Goldfish Bowl",31,8,2017,"31-Aug-17",4,"bat star",0,30,34.01473,-119.438,23.1,19,7.5
"Goldfish Bowl",31,8,2017,"31-Aug-17",5,"bat star",0,30,34.01473,-119.438,19.5,19,9
"Goldfish Bowl",31,8,2017,"31-Aug-17",6,"bat star",1,30,34.01473,-119.438,27,19,9
"Half Moon Reef",15,10,2017,"15-Oct-17",1,"bat star",6,30,37.48633,-122.49,NA,NA,NA
"Half Moon Reef",15,10,2017,"15-Oct-17",2,"bat star",21,30,37.48633,-122.49,NA,NA,NA
"Half Moon Reef",15,10,2017,"15-Oct-17",3,"bat star",26,30,37.48633,-122.49,NA,NA,NA
"Half Moon Reef",15,10,2017,"15-Oct-17",4,"bat star",19,30,37.48633,-122.49,NA,NA,NA
"Half Moon Reef",15,10,2017,"15-Oct-17",5,"bat star",30,30,37.48633,-122.49,NA,NA,NA
"Half Moon Reef",15,10,2017,"15-Oct-17",6,"bat star",14,30,37.48633,-122.49,NA,NA,NA
"Harmony",29,6,2017,"29-Jun-17",1,"bat star",15,30,35.50028,-121.055,31.5,10,6.5
"Harmony",29,6,2017,"29-Jun-17",2,"bat star",17,30,35.50028,-121.055,41.5,10,6.5
"Harmony",29,6,2017,"29-Jun-17",3,"bat star",20,30,35.50028,-121.055,42.5,10,6
"Harmony",29,6,2017,"29-Jun-17",4,"bat star",13,30,35.50028,-121.055,42.5,10,7.3
"Harmony",29,6,2017,"29-Jun-17",5,"bat star",15,30,35.50028,-121.055,44,10,5
"Harmony",29,6,2017,"29-Jun-17",6,"bat star",16,30,35.50028,-121.055,37,10,7.3
"Hawthorne Reef",14,8,2017,"14-Aug-17",1,"bat star",0,30,33.747,-118.416,40.5,17,8
"Hawthorne Reef",14,8,2017,"14-Aug-17",2,"bat star",0,30,33.747,-118.416,38.5,17,8
"Hawthorne Reef",14,8,2017,"14-Aug-17",3,"bat star",0,30,33.747,-118.416,39,17,8
"Hawthorne Reef",14,8,2017,"14-Aug-17",4,"bat star",0,30,33.747,-118.416,31.5,17,8
"Hawthorne Reef",14,8,2017,"14-Aug-17",5,"bat star",0,30,33.747,-118.416,28,17,4.2
"Hawthorne Reef",14,8,2017,"14-Aug-17",6,"bat star",0,30,33.747,-118.416,25.5,17,7.4
"Hopkins",11,11,2017,"11-Nov-17",1,"bat star",7,30,36.62185,-121.902,29.5,NA,4
"Hopkins",11,11,2017,"11-Nov-17",2,"bat star",21,30,36.62185,-121.902,32,NA,4.5
"Hopkins",11,11,2017,"11-Nov-17",3,"bat star",23,30,36.62185,-121.902,32.5,NA,4.5
"Hopkins",11,11,2017,"11-Nov-17",4,"bat star",16,30,36.62185,-121.902,18.5,NA,3
"Hopkins",11,11,2017,"11-Nov-17",5,"bat star",9,30,36.62185,-121.902,22.5,NA,3
"Hopkins",11,11,2017,"11-Nov-17",6,"bat star",12,30,36.62185,-121.902,28,NA,3
"Hopkins",15,7,2017,"15-Jul-17",1,"bat star",12,30,36.62185,-121.902,31,11,8
"Hopkins",15,7,2017,"15-Jul-17",2,"bat star",54,30,36.62185,-121.902,41.5,11,5.9
"Hopkins",15,7,2017,"15-Jul-17",3,"bat star",19,30,36.62185,-121.902,36.5,11,5.5
"Hopkins",15,7,2017,"15-Jul-17",4,"bat star",34,30,36.62185,-121.902,24.5,11,4
"Hopkins",15,7,2017,"15-Jul-17",5,"bat star",0,30,36.62185,-121.902,24.5,11,4.8
"Hopkins",15,7,2017,"15-Jul-17",6,"bat star",17,30,36.62185,-121.902,29.5,11,6.2
"Iron Bound Cove",30,10,2017,"30-Oct-17",1,"bat star",0,30,33.4475,-118.575,NA,NA,NA
"Iron Bound Cove",30,10,2017,"30-Oct-17",2,"bat star",0,30,33.4475,-118.575,NA,NA,NA
"Iron Bound Cove",30,10,2017,"30-Oct-17",3,"bat star",0,30,33.4475,-118.575,NA,NA,NA
"Iron Bound Cove",30,10,2017,"30-Oct-17",4,"bat star",0,30,33.4475,-118.575,NA,NA,NA
"Iron Bound Cove",30,10,2017,"30-Oct-17",5,"bat star",0,30,33.4475,-118.575,NA,NA,NA
"Iron Bound Cove",30,10,2017,"30-Oct-17",6,"bat star",0,30,33.4475,-118.575,NA,NA,NA
"Isthmus Reef",21,11,2017,"21-Nov-17",1,"bat star",0,30,33.44832,-118.491,39.5,NA,17
"Isthmus Reef",21,11,2017,"21-Nov-17",2,"bat star",0,30,33.44832,-118.491,30.5,NA,6
"Isthmus Reef",21,11,2017,"21-Nov-17",3,"bat star",0,30,33.44832,-118.491,39,NA,6
"Isthmus Reef",21,11,2017,"21-Nov-17",4,"bat star",0,30,33.44832,-118.491,41,NA,16
"Isthmus Reef",21,11,2017,"21-Nov-17",5,"bat star",0,30,33.44832,-118.491,27.5,NA,10
"Isthmus Reef",21,11,2017,"21-Nov-17",6,"bat star",0,30,33.44832,-118.491,36.5,NA,25
"Johnsons Lee",30,8,2017,"30-Aug-17",1,"bat star",0,30,33.90155,-120.103,32.5,NA,4
"Johnsons Lee",30,8,2017,"30-Aug-17",2,"bat star",0,30,33.90155,-120.103,34.5,NA,4
"Johnsons Lee",30,8,2017,"30-Aug-17",3,"bat star",2,30,33.90155,-120.103,26.35,NA,3.2
"Johnsons Lee",30,8,2017,"30-Aug-17",4,"bat star",0,30,33.90155,-120.103,30,NA,3.5
"Johnsons Lee",30,8,2017,"30-Aug-17",5,"bat star",0,30,33.90155,-120.103,29.5,NA,3.1
"Johnsons Lee",30,8,2017,"30-Aug-17",6,"bat star",0,30,33.90155,-120.103,20,NA,4
"La Jolla Cove",10,8,2017,"10-Aug-17",1,"bat star",0,30,32.85217,-117.27,30,14,8.4
"La Jolla Cove",10,8,2017,"10-Aug-17",2,"bat star",0,30,32.85217,-117.27,28,14,8.4
"La Jolla Cove",10,8,2017,"10-Aug-17",3,"bat star",0,30,32.85217,-117.27,25,14,8.2
"La Jolla Cove",10,8,2017,"10-Aug-17",4,"bat star",0,30,32.85217,-117.27,29.5,14,8.2
"La Jolla Cove",10,8,2017,"10-Aug-17",5,"bat star",0,30,32.85217,-117.27,20.5,14,6.2
"La Jolla Cove",10,8,2017,"10-Aug-17",6,"bat star",0,30,32.85217,-117.27,23,14,6.2
"Landing Cove",4,8,2017,"4-Aug-17",1,"bat star",0,30,34.01747,-119.362,36,19,5.8
"Landing Cove",4,8,2017,"4-Aug-17",2,"bat star",0,30,34.01747,-119.362,38.85,19,5.8
"Landing Cove",4,8,2017,"4-Aug-17",3,"bat star",0,30,34.01747,-119.362,41.35,19,5.8
"Landing Cove",4,8,2017,"4-Aug-17",4,"bat star",0,30,34.01747,-119.362,29.45,19,5.8
"Landing Cove",4,8,2017,"4-Aug-17",5,"bat star",0,30,34.01747,-119.362,27.4,19,5.5
"Landing Cove",4,8,2017,"4-Aug-17",6,"bat star",0,30,34.01747,-119.362,24.7,19,5.5
"Lechuza",9,9,2017,"9-Sep-17",1,"bat star",0,30,34.03404,-118.871,31,14,5.6
"Lechuza",9,9,2017,"9-Sep-17",2,"bat star",2,30,34.03404,-118.871,32.5,14,4.5
"Lechuza",9,9,2017,"9-Sep-17",3,"bat star",0,30,34.03404,-118.871,33,14,5.5
"Lechuza",9,9,2017,"9-Sep-17",4,"bat star",0,30,34.03404,-118.871,30,14,6.8
